account_id,role,creation_day
EMP:26:016,employee,-3435
EMP:26:017,employee,-2578
EMP:26:018,employee,-31
EMP:26:019,employee,-3556
EMP:26:020,employee,-2805
EMP:26:021,employee,-2646
EMP:26:022,employee,-2613
CO:27:OPS,company_ops,-1518
CO:27:TRS,company_treasury,-211
EMP:27:000,employee,-1907
EMP:27:001,employee,-2917
EMP:27:002,employee,-2339
EMP:27:003,employee,-3335
EMP:27:004,employee,-2600
EMP:27:005,employee,-1377
EMP:27:006,employee,-139
EMP:27:007,employee,-2510
EMP:27:008,employee,-1754
EMP:27:009,employee,-496
EMP:27:010,employee,-172
EMP:27:011,employee,163
EMP:27:012,employee,77
EMP:27:013,employee,27
EMP:27:014,employee,-1864
EMP:27:015,employee,-2998
EMP:27:016,employee,-379
EMP:27:017,employee,-57
EMP:27:018,employee,-1771
EMP:27:019,employee,-1949
EMP:27:020,employee,-2752
EMP:27:021,employee,-2559
EMP:27:022,employee,-1359
EMP:27:023,employee,-1253
EMP:27:024,employee,-1532
EMP:27:025,employee,-236
EMP:27:026,employee,-2809
EMP:27:027,employee,-2859
EMP:27:028,employee,-3226
EMP:27:029,employee,38
EMP:27:030,employee,-2389
EMP:27:031,employee,-1833
EMP:27:032,employee,-3596
EMP:27:033,employee,-2258
EMP:27:034,employee,-3218
EMP:27:035,employee,-838
EMP:27:036,employee,-1384
EMP:27:037,employee,-3311
EMP:27:038,employee,-877
EMP:27:039,employee,92
EMP:27:040,employee,-375
EMP:27:041,employee,-2328
EMP:27:042,employee,-2328
EMP:27:043,employee,-418
EMP:27:044,employee,-3265
EMP:27:045,employee,-475
EMP:27:046,employee,-271
EMP:27:047,employee,-613
EMP:27:048,employee,-1391
EMP:27:049,employee,-2744
EMP:27:050,employee,-492
EMP:27:051,employee,-1286
EMP:27:052,employee,-431
EMP:27:053,employee,-924
EMP:27:054,employee,-2214
EMP:27:055,employee,-2980
CO:28:OPS,company_ops,-3383
EMP:28:000,employee,-2413
EMP:28:001,employee,-1855
EMP:28:002,employee,-1032
EMP:28:003,employee,271
EMP:28:004,employee,-1930
EMP:28:005,employee,-2400
EMP:28:006,employee,-1202
EMP:28:007,employee,-2507
EMP:28:008,employee,313
EMP:28:009,employee,-2451
EMP:28:010,employee,-544
EMP:28:011,employee,-2710
EMP:28:012,employee,-2897
EMP:28:013,employee,-2462
EMP:28:014,employee,-660
EMP:28:015,employee,-1513
EMP:28:016,employee,-195
EMP:28:017,employee,28
EMP:28:018,employee,-124
EMP:28:019,employee,-385
EMP:28:020,employee,-3011
EMP:28:021,employee,-336
EMP:28:022,employee,-1081
EMP:28:023,employee,-2687
EMP:28:024,employee,-707
EMP:28:025,employee,320
EMP:28:026,employee,-1369
EMP:28:027,employee,-375
EMP:28:028,employee,-1552
EMP:28:029,employee,-464
EMP:28:030,employee,-1184
EMP:28:031,employee,-2325
EMP:28:032,employee,-698
EMP:28:033,employee,98
EMP:28:034,employee,-1944
EMP:28:035,employee,-2387
EMP:28:036,employee,-2978
EMP:28:037,employee,-2882
EMP:28:038,employee,-3617
EMP:28:039,employee,-3055
EMP:28:040,employee,-3625
EMP:28:041,employee,-1891
EMP:28:042,employee,-3414
EMP:28:043,employee,-2783
EMP:28:044,employee,-3405
EMP:28:045,employee,-1257
EMP:28:046,employee,-1933
EMP:28:047,employee,-1083
EMP:28:048,employee,-3091
EMP:28:049,employee,-584
EMP:28:050,employee,-2347
EMP:28:051,employee,-2119
CO:29:OPS,company_ops,-186
EMP:29:000,employee,-659
EMP:29:001,employee,-3547
EMP:29:002,employee,-353
EMP:29:003,employee,280
EMP:29:004,employee,-3364
EMP:29:005,employee,-1433
EMP:29:006,employee,-3072
EMP:29:007,employee,-2991
EMP:29:008,employee,-1706
EMP:29:009,employee,-3294
EMP:29:010,employee,245
EMP:29:011,employee,-2159
EMP:29:012,employee,-2529
EMP:29:013,employee,-541
EMP:29:014,employee,-329
EMP:29:015,employee,-3583
EMP:29:016,employee,-2743
EMP:29:017,employee,-1266
EMP:29:018,employee,-205
EMP:29:019,employee,-199
EMP:29:020,employee,-634
EMP:29:021,employee,-2155
EMP:29:022,employee,-3610
EMP:29:023,employee,-1736
EMP:29:024,employee,-405
EMP:29:025,employee,-787
EMP:29:026,employee,-491
EMP:29:027,employee,-2759
EMP:29:028,employee,32
EMP:29:029,employee,-198
EMP:29:030,employee,-755
EMP:29:031,employee,-2060
EMP:29:032,employee,-3589
EMP:29:033,employee,-147
EMP:29:034,employee,-3319
EMP:29:035,employee,-2883
EMP:29:036,employee,-2542
EMP:29:037,employee,-2221
EMP:29:038,employee,-76
EMP:29:039,employee,-1719
EMP:29:040,employee,-746
EMP:29:041,employee,-606
EMP:29:042,employee,326
EMP:29:043,employee,-2724
EMP:29:044,employee,-1199
EMP:29:045,employee,-1432
EMP:29:046,employee,-2919
EMP:29:047,employee,84
EMP:29:048,employee,-2038
EMP:29:049,employee,-1632
EMP:29:050,employee,269
EMP:29:051,employee,-2113
EMP:29:052,employee,-3242
EMP:29:053,employee,-518
EMP:29:054,employee,-2566
EMP:29:055,employee,247
EMP:29:056,employee,-1902
EMP:29:057,employee,-3648
EMP:29:058,employee,-1458
CO:30:OPS,company_ops,-1659
EMP:30:000,employee,-1224
EMP:30:001,employee,-2697
EMP:30:002,employee,-69
EMP:30:003,employee,-396
EMP:30:004,employee,-1947
EMP:30:005,employee,-1615
EMP:30:006,employee,-529
EMP:30:007,employee,306
EMP:30:008,employee,-239
EMP:30:009,employee,-2696
EMP:30:010,employee,-491
EMP:30:011,employee,-1377
EMP:30:012,employee,-1090
EMP:30:013,employee,-3436
EMP:30:014,employee,-849
EMP:30:015,employee,-2863
EMP:30:016,employee,-1563
EMP:30:017,employee,192
EMP:30:018,employee,-1022
EMP:30:019,employee,-1725
EMP:30:020,employee,-528
EMP:30:021,employee,-2039
EMP:30:022,employee,-1188
EMP:30:023,employee,-2388
EMP:30:024,employee,-287
EMP:30:025,employee,61
EMP:30:026,employee,-592
EMP:30:027,employee,-3409
EMP:30:028,employee,-1998
EMP:30:029,employee,-1197
EMP:30:030,employee,-2114
EMP:30:031,employee,181
EMP:30:032,employee,-1972
EMP:30:033,employee,-1798
EMP:30:034,employee,-2252
EMP:30:035,employee,-2133
EMP:30:036,employee,-1391
EMP:30:037,employee,-1534
EMP:30:038,employee,-2592
EMP:30:039,employee,-455
EMP:30:040,employee,-1259
EMP:30:041,employee,152
EMP:30:042,employee,-1137
EMP:30:043,employee,-2487
EMP:30:044,employee,-2506
EMP:30:045,employee,-2171
EMP:30:046,employee,32
EMP:30:047,employee,-53
EMP:30:048,employee,-267
EMP:30:049,employee,-2448
EMP:30:050,employee,-3615
EMP:30:051,employee,-1365
EMP:30:052,employee,-1973
EMP:30:053,employee,-3438
EMP:30:054,employee,-2177
EMP:30:055,employee,-1282
EMP:30:056,employee,-2382
EMP:30:057,employee,-326
EMP:30:058,employee,-2096
EMP:30:059,employee,-1709
EMP:30:060,employee,-850
EMP:30:061,employee,-2621
EMP:30:062,employee,-1676
EMP:30:063,employee,-1090
EMP:30:064,employee,-2071
EMP:30:065,employee,-1750
EMP:30:066,employee,-919
EMP:30:067,employee,-1993
EMP:30:068,employee,-2205
EMP:30:069,employee,-1486
CO:31:OPS,company_ops,-2931
EMP:31:000,employee,-2785
EMP:31:001,employee,-879
EMP:31:002,employee,-2980
EMP:31:003,employee,-2511
EMP:31:004,employee,-2091
EMP:31:005,employee,-2000
EMP:31:006,employee,-3097
EMP:31:007,employee,-1316
EMP:31:008,employee,-1418
EMP:31:009,employee,-625
EMP:31:010,employee,-1064
EMP:31:011,employee,-552
EMP:31:012,employee,-701
EMP:31:013,employee,-3035
EMP:31:014,employee,-3093
EMP:31:015,employee,10
EMP:31:016,employee,-3048
EMP:31:017,employee,-1688
EMP:31:018,employee,-509
EMP:31:019,employee,-622
EMP:31:020,employee,-2650
EMP:31:021,employee,-2769
EMP:31:022,employee,-3086
EMP:31:023,employee,-1943
EMP:31:024,employee,236
EMP:31:025,employee,-2582
EMP:31:026,employee,118
EMP:31:027,employee,-3236
EMP:31:028,employee,-3105
EMP:31:029,employee,129
EMP:31:030,employee,-2359
EMP:31:031,employee,-3556
EMP:31:032,employee,-2178
EMP:31:033,employee,-207
EMP:31:034,employee,-2385
EMP:31:035,employee,-3270
EMP:31:036,employee,-2747
EMP:31:037,employee,-1846
EMP:31:038,employee,-538
EMP:31:039,employee,-1423
EMP:31:040,employee,-2656
EMP:31:041,employee,-1939
EMP:31:042,employee,-1993
EMP:31:043,employee,-77
EMP:31:044,employee,-398
EMP:31:045,employee,-3015
EMP:31:046,employee,-41
EMP:31:047,employee,-391
EMP:31:048,employee,-2642
EMP:31:049,employee,-115
EMP:31:050,employee,-548
EMP:31:051,employee,-3494
EMP:31:052,employee,-101
EMP:31:053,employee,-410
EMP:31:054,employee,-935
EMP:31:055,employee,-3022
EMP:31:056,employee,-470
EMP:31:057,employee,-2052
EMP:31:058,employee,-1976
EMP:31:059,employee,-276
EMP:31:060,employee,-489
EMP:31:061,employee,-2533
EMP:31:062,employee,-1077
EMP:31:063,employee,-2798
EMP:31:064,employee,-1669
EMP:31:065,employee,-3130
EMP:31:066,employee,-2205
EMP:31:067,employee,-1037
EMP:31:068,employee,-336
EMP:31:069,employee,-1040
EMP:31:070,employee,-2756
EMP:31:071,employee,-598
EMP:31:072,employee,-1145
EMP:31:073,employee,-236
EMP:31:074,employee,-464
EMP:31:075,employee,-3111
EMP:31:076,employee,-157
EMP:31:077,employee,-152
EMP:31:078,employee,-1217
EMP:31:079,employee,-3018
EMP:31:080,employee,-3563
EMP:31:081,employee,-1620
EMP:31:082,employee,-2839
EMP:31:083,employee,-3439
EMP:31:084,employee,-2418
EMP:31:085,employee,-506
EMP:31:086,employee,-2437
EMP:31:087,employee,-2321
EMP:31:088,employee,29
EMP:31:089,employee,-2258
EMP:31:090,employee,-3611
EMP:31:091,employee,-1322
EMP:31:092,employee,-2323
EMP:31:093,employee,-1910
EMP:31:094,employee,56
EMP:31:095,employee,-1684
EMP:31:096,employee,124
EMP:31:097,employee,-2612
EMP:31:098,employee,-2450
EMP:31:099,employee,-1492
EMP:31:100,employee,330
EMP:31:101,employee,-2797
EMP:31:102,employee,-1538
EMP:31:103,employee,-666
EMP:31:104,employee,-3390
EMP:31:105,employee,-3546
EMP:31:106,employee,-1577
EMP:31:107,employee,-3300
EMP:31:108,employee,-3193
EMP:31:109,employee,-2218
EMP:31:110,employee,-3281
EMP:31:111,employee,-2070
EMP:31:112,employee,-3172
EMP:31:113,employee,-2458
EMP:31:114,employee,-173
EMP:31:115,employee,-2675
EMP:31:116,employee,-2445
EMP:31:117,employee,-127
EMP:31:118,employee,-1019
EMP:31:119,employee,-3511
EMP:31:120,employee,-1790
EMP:31:121,employee,-2807
EMP:31:122,employee,-3073
EMP:31:123,employee,-3410
EMP:31:124,employee,-1363
EMP:31:125,employee,160
EMP:31:126,employee,-3200
EMP:31:127,employee,-3112
EMP:31:128,employee,-1119
EMP:31:129,employee,-177
EMP:31:130,employee,57
EMP:31:131,employee,-1962
EMP:31:132,employee,-2129
EMP:31:133,employee,-2605
EMP:31:134,employee,-2847
EMP:31:135,employee,-3210
EMP:31:136,employee,-295
EMP:31:137,employee,-2404
EMP:31:138,employee,-392
EMP:31:139,employee,-1303
EMP:31:140,employee,-3394
EMP:31:141,employee,15
EMP:31:142,employee,-379
EMP:31:143,employee,-40
EMP:31:144,employee,-2509
EMP:31:145,employee,-2397
EMP:31:146,employee,-2321
EMP:31:147,employee,44
EMP:31:148,employee,-1828
EMP:31:149,employee,-2785
EMP:31:150,employee,-3495
EMP:31:151,employee,-3188
EMP:31:152,employee,174
EMP:31:153,employee,-918
EMP:31:154,employee,-3039
EMP:31:155,employee,278
EMP:31:156,employee,-3263
EMP:31:157,employee,304
EMP:31:158,employee,-223
EMP:31:159,employee,-3412
EMP:31:160,employee,-742
EMP:31:161,employee,-2948
EMP:31:162,employee,-600
EMP:31:163,employee,-2763
EMP:31:164,employee,-675
EMP:31:165,employee,-1934
EMP:31:166,employee,-3067
EMP:31:167,employee,-2157
EMP:31:168,employee,14
EMP:31:169,employee,-421
EMP:31:170,employee,-1180
EMP:31:171,employee,-3248
EMP:31:172,employee,180
EMP:31:173,employee,-194
EMP:31:174,employee,-2003
EMP:31:175,employee,-2983
EMP:31:176,employee,-2330
EMP:31:177,employee,-51
EMP:31:178,employee,-2388
EMP:31:179,employee,-477
EMP:31:180,employee,-1571
EMP:31:181,employee,-171
EMP:31:182,employee,-2032
EMP:31:183,employee,-1132
EMP:31:184,employee,-2121
EMP:31:185,employee,-1673
EMP:31:186,employee,-3265
EMP:31:187,employee,-2418
EMP:31:188,employee,-1130
EMP:31:189,employee,-3378
CO:32:OPS,company_ops,-395
CO:32:TRS,company_treasury,-1663
EMP:32:000,employee,267
EMP:32:001,employee,-134
EMP:32:002,employee,-3222
EMP:32:003,employee,-2266
EMP:32:004,employee,-1472
EMP:32:005,employee,-386
EMP:32:006,employee,-1447
EMP:32:007,employee,-834
EMP:32:008,employee,-2653
EMP:32:009,employee,-459
EMP:32:010,employee,-3217
EMP:32:011,employee,-1938
EMP:32:012,employee,-1797
EMP:32:013,employee,-574
EMP:32:014,employee,246
EMP:32:015,employee,-3597
EMP:32:016,employee,-3503
EMP:32:017,employee,-1589
EMP:32:018,employee,-1180
EMP:32:019,employee,310
EMP:32:020,employee,-3324
EMP:32:021,employee,-1922
EMP:32:022,employee,-999
EMP:32:023,employee,-1651
EMP:32:024,employee,-74
EMP:32:025,employee,-195
EMP:32:026,employee,-1211
EMP:32:027,employee,-2064
EMP:32:028,employee,-2515
EMP:32:029,employee,-593
EMP:32:030,employee,-2886
EMP:32:031,employee,-2860
EMP:32:032,employee,-3424
EMP:32:033,employee,-337
EMP:32:034,employee,-1455
EMP:32:035,employee,-2751
EMP:32:036,employee,-2896
EMP:32:037,employee,-1431
EMP:32:038,employee,-170
EMP:32:039,employee,-586
EMP:32:040,employee,-3099
EMP:32:041,employee,-1482
EMP:32:042,employee,-1471
EMP:32:043,employee,70
EMP:32:044,employee,-3204
EMP:32:045,employee,-2188
EMP:32:046,employee,-370
EMP:32:047,employee,-157
EMP:32:048,employee,138
CO:33:OPS,company_ops,-1576
CO:33:TRS,company_treasury,-335
EMP:33:000,employee,-2893
EMP:33:001,employee,-1063
EMP:33:002,employee,-448
EMP:33:003,employee,-3287
EMP:33:004,employee,-1550
EMP:33:005,employee,-446
EMP:33:006,employee,-1183
EMP:33:007,employee,-2762
EMP:33:008,employee,-2821
EMP:33:009,employee,-1899
EMP:33:010,employee,-3591
EMP:33:011,employee,-1130
EMP:33:012,employee,-138
EMP:33:013,employee,-685
EMP:33:014,employee,-640
EMP:33:015,employee,-900
EMP:33:016,employee,-1197
EMP:33:017,employee,-2613
EMP:33:018,employee,-3364
EMP:33:019,employee,-2267
EMP:33:020,employee,-3146
EMP:33:021,employee,302
EMP:33:022,employee,-1955
EMP:33:023,employee,-2650
EMP:33:024,employee,-812
EMP:33:025,employee,-1785
EMP:33:026,employee,-2587
EMP:33:027,employee,-1634
EMP:33:028,employee,90
EMP:33:029,employee,-2084
EMP:33:030,employee,-1184
EMP:33:031,employee,-1289
EMP:33:032,employee,-2467
EMP:33:033,employee,-2301
EMP:33:034,employee,-2222
EMP:33:035,employee,-30
EMP:33:036,employee,-76
EMP:33:037,employee,-1267
EMP:33:038,employee,-1472
EMP:33:039,employee,-2766
EMP:33:040,employee,-3610
EMP:33:041,employee,-2680
EMP:33:042,employee,-2789
EMP:33:043,employee,-545
EMP:33:044,employee,-2236
EMP:33:045,employee,-865
EMP:33:046,employee,-1654
EMP:33:047,employee,-356
EMP:33:048,employee,-2784
EMP:33:049,employee,-3460
EMP:33:050,employee,-798
EMP:33:051,employee,-2644
EMP:33:052,employee,-2084
EMP:33:053,employee,-2291
EMP:33:054,employee,-135
EMP:33:055,employee,-3135
EMP:33:056,employee,-121
EMP:33:057,employee,-1658
EMP:33:058,employee,-3636
EMP:33:059,employee,-811
EMP:33:060,employee,108
EMP:33:061,employee,301
EMP:33:062,employee,-1526
EMP:33:063,employee,-948
EMP:33:064,employee,-3384
EMP:33:065,employee,-361
EMP:33:066,employee,-2362
EMP:33:067,employee,-994
EMP:33:068,employee,-751
EMP:33:069,employee,-809
EMP:33:070,employee,-73
EMP:33:071,employee,-907
EMP:33:072,employee,-1631
EMP:33:073,employee,-3386
EMP:33:074,employee,-2202
EMP:33:075,employee,-257
EMP:33:076,employee,-401
EMP:33:077,employee,-1077
EMP:33:078,employee,138
EMP:33:079,employee,-2361
EMP:33:080,employee,-3283
EMP:33:081,employee,-2061
EMP:33:082,employee,-269
EMP:33:083,employee,-1396
EMP:33:084,employee,64
EMP:33:085,employee,-3155
EMP:33:086,employee,-1712
EMP:33:087,employee,-3507
EMP:33:088,employee,-1374
EMP:33:089,employee,-3318
EMP:33:090,employee,-850
EMP:33:091,employee,-3321
EMP:33:092,employee,-994
EMP:33:093,employee,-569
EMP:33:094,employee,-1632
EMP:33:095,employee,-360
EMP:33:096,employee,-3304
EMP:33:097,employee,-2844
EMP:33:098,employee,-3310
EMP:33:099,employee,-2761
EMP:33:100,employee,-1219
EMP:33:101,employee,-1762
EMP:33:102,employee,-2969
EMP:33:103,employee,-1802
EMP:33:104,employee,-2806
EMP:33:105,employee,-899
EMP:33:106,employee,-585
EMP:33:107,employee,238
EMP:33:108,employee,-841
EMP:33:109,employee,-123
EMP:33:110,employee,-2209
EMP:33:111,employee,-2768
EMP:33:112,employee,-3076
EMP:33:113,employee,3
EMP:33:114,employee,83
EMP:33:115,employee,-942
EMP:33:116,employee,-2815
EMP:33:117,employee,-759
EMP:33:118,employee,-1653
EMP:33:119,employee,239
EMP:33:120,employee,-2985
EMP:33:121,employee,-176
EMP:33:122,employee,-3064
EMP:33:123,employee,-1054
EMP:33:124,employee,-1561
EMP:33:125,employee,-2019
EMP:33:126,employee,-2490
EMP:33:127,employee,-733
EMP:33:128,employee,-1671
EMP:33:129,employee,-2407
EMP:33:130,employee,-909
EMP:33:131,employee,-1145
EMP:33:132,employee,-1359
EMP:33:133,employee,-3247
EMP:33:134,employee,-2276
EMP:33:135,employee,-306
EMP:33:136,employee,261
EMP:33:137,employee,-802
EMP:33:138,employee,-346
EMP:33:139,employee,-2351
EMP:33:140,employee,-2987
EMP:33:141,employee,-2133
EMP:33:142,employee,-74
EMP:33:143,employee,-2290
EMP:33:144,employee,-1668
EMP:33:145,employee,-3218
EMP:33:146,employee,-460
EMP:33:147,employee,-1987
EMP:33:148,employee,-1269
EMP:33:149,employee,-2060
EMP:33:150,employee,-3060
EMP:33:151,employee,328
EMP:33:152,employee,-1898
EMP:33:153,employee,-1021
EMP:33:154,employee,-776
EMP:33:155,employee,-1070
EMP:33:156,employee,-1308
EMP:33:157,employee,-2311
EMP:33:158,employee,-735
EMP:33:159,employee,-568
EMP:33:160,employee,-38
EMP:33:161,employee,-3425
EMP:33:162,employee,-2595
EMP:33:163,employee,-470
EMP:33:164,employee,-2814
EMP:33:165,employee,-733
EMP:33:166,employee,-2270
EMP:33:167,employee,-3300
EMP:33:168,employee,-3196
EMP:33:169,employee,-2006
EMP:33:170,employee,-441
EMP:33:171,employee,-2461
EMP:33:172,employee,-1747
EMP:33:173,employee,-1273
EMP:33:174,employee,-3016
EMP:33:175,employee,-287
EMP:33:176,employee,-2763
EMP:33:177,employee,-837
EMP:33:178,employee,-945
EMP:33:179,employee,-859
EMP:33:180,employee,-86
EMP:33:181,employee,-2817
EMP:33:182,employee,33
EMP:33:183,employee,-3002
EMP:33:184,employee,301
EMP:33:185,employee,-2862
EMP:33:186,employee,-3241
EMP:33:187,employee,-221
EMP:33:188,employee,14
EMP:33:189,employee,-1205
EMP:33:190,employee,-3189
EMP:33:191,employee,-550
EMP:33:192,employee,322
EMP:33:193,employee,-3515
EMP:33:194,employee,-517
EMP:33:195,employee,-1875
EMP:33:196,employee,-2600
EMP:33:197,employee,308
EMP:33:198,employee,-2136
EMP:33:199,employee,72
EMP:33:200,employee,-1977
EMP:33:201,employee,329
EMP:33:202,employee,158
EMP:33:203,employee,-2376
EMP:33:204,employee,-261
EMP:33:205,employee,-1679
EMP:33:206,employee,-2041
EMP:33:207,employee,-1764
EMP:33:208,employee,-2351
EMP:33:209,employee,-678
EMP:33:210,employee,-2508
EMP:33:211,employee,6
EMP:33:212,employee,-3154
EMP:33:213,employee,-2675
EMP:33:214,employee,-375
EMP:33:215,employee,-1416
EMP:33:216,employee,-1241
EMP:33:217,employee,-1406
EMP:33:218,employee,-2450
EMP:33:219,employee,-474
EMP:33:220,employee,-828
EMP:33:221,employee,-74
EMP:33:222,employee,-619
EMP:33:223,employee,-2453
EMP:33:224,employee,-3242
EMP:33:225,employee,-1692
EMP:33:226,employee,-2549
EMP:33:227,employee,-1312
EMP:33:228,employee,-512
EMP:33:229,employee,-2479
EMP:33:230,employee,-1331
EMP:33:231,employee,-335
EMP:33:232,employee,-2897
EMP:33:233,employee,-2395
EMP:33:234,employee,-1779
EMP:33:235,employee,219
EMP:33:236,employee,-1521
EMP:33:237,employee,-2961
EMP:33:238,employee,-184
EMP:33:239,employee,-1796
EMP:33:240,employee,-2167
EMP:33:241,employee,-1830
EMP:33:242,employee,-1355
EMP:33:243,employee,-3147
EMP:33:244,employee,-869
EMP:33:245,employee,-683
EMP:33:246,employee,-2120
EMP:33:247,employee,-1862
EMP:33:248,employee,-2830
EMP:33:249,employee,-2299
EMP:33:250,employee,-2129
EMP:33:251,employee,-1831
EMP:33:252,employee,-3423
EMP:33:253,employee,-2421
EMP:33:254,employee,-1711
EMP:33:255,employee,-1809
EMP:33:256,employee,-2460
EMP:33:257,employee,36
EMP:33:258,employee,-483
EMP:33:259,employee,-278
EMP:33:260,employee,-3003
EMP:33:261,employee,319
EMP:33:262,employee,-3211
EMP:33:263,employee,279
EMP:33:264,employee,-1809
EMP:33:265,employee,-2977
CO:34:OPS,company_ops,-3044
EMP:34:000,employee,95
EMP:34:001,employee,114
EMP:34:002,employee,-1442
EMP:34:003,employee,-3085
EMP:34:004,employee,-1799
EMP:34:005,employee,-3354
EMP:34:006,employee,-1241
EMP:34:007,employee,-946
EMP:34:008,employee,-2802
EMP:34:009,employee,-2307
EMP:34:010,employee,-2920
EMP:34:011,employee,-2924
EMP:34:012,employee,-1100
EMP:34:013,employee,204
EMP:34:014,employee,-3019
EMP:34:015,employee,-2929
EMP:34:016,employee,-705
EMP:34:017,employee,-3297
EMP:34:018,employee,-2390
EMP:34:019,employee,-544
EMP:34:020,employee,-1774
EMP:34:021,employee,-161
EMP:34:022,employee,-224
EMP:34:023,employee,-2064
EMP:34:024,employee,-1439
EMP:34:025,employee,307
EMP:34:026,employee,-2086
EMP:34:027,employee,119
EMP:34:028,employee,-590
EMP:34:029,employee,-1477
EMP:34:030,employee,-148
EMP:34:031,employee,-3487
EMP:34:032,employee,-3412
EMP:34:033,employee,151
EMP:34:034,employee,-1147
EMP:34:035,employee,-3081
EMP:34:036,employee,-383
EMP:34:037,employee,-2927
EMP:34:038,employee,-634
EMP:34:039,employee,-1874
EMP:34:040,employee,-2618
EMP:34:041,employee,-2236
EMP:34:042,employee,-309
EMP:34:043,employee,-3372
EMP:34:044,employee,-134
CO:35:OPS,company_ops,-3101
EMP:35:000,employee,-1677
EMP:35:001,employee,-1706
EMP:35:002,employee,-3363
EMP:35:003,employee,-1110
EMP:35:004,employee,288
EMP:35:005,employee,-596
EMP:35:006,employee,-1608
EMP:35:007,employee,-2945
EMP:35:008,employee,-1592
EMP:35:009,employee,-1049
EMP:35:010,employee,-2072
EMP:35:011,employee,-2763
EMP:35:012,employee,-315
EMP:35:013,employee,-2970
EMP:35:014,employee,-1101
EMP:35:015,employee,-2339
EMP:35:016,employee,-2129
EMP:35:017,employee,161
EMP:35:018,employee,-967
EMP:35:019,employee,-2181
EMP:35:020,employee,-1766
EMP:35:021,employee,-1363
EMP:35:022,employee,-33
EMP:35:023,employee,-1965
EMP:35:024,employee,312
EMP:35:025,employee,-2499
EMP:35:026,employee,-404
EMP:35:027,employee,-44
EMP:35:028,employee,-3646
EMP:35:029,employee,-1111
EMP:35:030,employee,-856
EMP:35:031,employee,-3381
EMP:35:032,employee,-2582
EMP:35:033,employee,-211
EMP:35:034,employee,-1571
EMP:35:035,employee,-2028
EMP:35:036,employee,-2459
EMP:35:037,employee,-2493
EMP:35:038,employee,-1279
EMP:35:039,employee,65
EMP:35:040,employee,-2323
CO:36:OPS,company_ops,-1405
CO:36:TRS,company_treasury,-3269
EMP:36:000,employee,-641
EMP:36:001,employee,-931
EMP:36:002,employee,11
EMP:36:003,employee,-246
EMP:36:004,employee,-1127
EMP:36:005,employee,-1914
EMP:36:006,employee,-673
EMP:36:007,employee,-2506
EMP:36:008,employee,-3084
EMP:36:009,employee,-3514
EMP:36:010,employee,-1866
EMP:36:011,employee,-2707
EMP:36:012,employee,-3239
EMP:36:013,employee,-671
EMP:36:014,employee,-1312
EMP:36:015,employee,213
EMP:36:016,employee,-1642
EMP:36:017,employee,-3525
EMP:36:018,employee,-3068
EMP:36:019,employee,-3281
EMP:36:020,employee,-64
EMP:36:021,employee,-1872
EMP:36:022,employee,-731
EMP:36:023,employee,-2078
EMP:36:024,employee,307
EMP:36:025,employee,-2163
EMP:36:026,employee,-462
EMP:36:027,employee,-2342
EMP:36:028,employee,-1025
EMP:36:029,employee,-3405
EMP:36:030,employee,-2249
EMP:36:031,employee,22
EMP:36:032,employee,-1339
EMP:36:033,employee,275
EMP:36:034,employee,-972
EMP:36:035,employee,-3167
EMP:36:036,employee,-452
EMP:36:037,employee,-3203
EMP:36:038,employee,-2427
EMP:36:039,employee,-274
EMP:36:040,employee,-225
EMP:36:041,employee,-755
EMP:36:042,employee,-2528
EMP:36:043,employee,-1897
EMP:36:044,employee,-1016
EMP:36:045,employee,-974
EMP:36:046,employee,-2105
EMP:36:047,employee,-2098
EMP:36:048,employee,-3397
EMP:36:049,employee,-1482
EMP:36:050,employee,-3619
EMP:36:051,employee,-1601
EMP:36:052,employee,-131
EMP:36:053,employee,-2106
EMP:36:054,employee,-884
EMP:36:055,employee,34
EMP:36:056,employee,-3012
EMP:36:057,employee,-578
EMP:36:058,employee,-236
EMP:36:059,employee,-2569
EMP:36:060,employee,-2731
CO:37:OPS,company_ops,-3381
CO:37:TRS,company_treasury,-710
EMP:37:000,employee,-228
EMP:37:001,employee,-780
EMP:37:002,employee,-646
EMP:37:003,employee,-946
EMP:37:004,employee,-834
EMP:37:005,employee,-564
EMP:37:006,employee,-2292
EMP:37:007,employee,-1666
EMP:37:008,employee,-2850
EMP:37:009,employee,-1999
EMP:37:010,employee,-58
EMP:37:011,employee,-2227
EMP:37:012,employee,-735
EMP:37:013,employee,288
EMP:37:014,employee,-1623
EMP:37:015,employee,243
EMP:37:016,employee,-3328
EMP:37:017,employee,-2680
EMP:37:018,employee,-1235
EMP:37:019,employee,-2046
EMP:37:020,employee,-2644
EMP:37:021,employee,206
EMP:37:022,employee,-2627
EMP:37:023,employee,-1425
EMP:37:024,employee,-1594
EMP:37:025,employee,-3211
EMP:37:026,employee,66
EMP:37:027,employee,-2975
EMP:37:028,employee,-1467
CO:38:OPS,company_ops,-362
CO:38:TRS,company_treasury,-2761
EMP:38:000,employee,-973
EMP:38:001,employee,-3360
EMP:38:002,employee,-3238
EMP:38:003,employee,-2394
EMP:38:004,employee,24
EMP:38:005,employee,-423
EMP:38:006,employee,-1825
EMP:38:007,employee,-3006
EMP:38:008,employee,-2713
EMP:38:009,employee,-1736
EMP:38:010,employee,-3097
EMP:38:011,employee,-118
EMP:38:012,employee,-2382
EMP:38:013,employee,-1567
