transaction_id,in_cycle,cycle_length,in_cycle_ge3,cycle_amount_ratio,cycle_time_span,fan_in,fan_out,dest_in_degree,src_out_degree,lap_in_recur,lap_in_payers,lap_out_recur,lap_out_payees
fraud_2:4900001647:6,0,0,0,,,1423,2,3647,5,0,0,1,1
fraud_2:90002191:1,0,0,0,,,3418,0,4077,0,1,1,0,0
fraud_2:90002191:2,0,0,0,,,2191,1,3613,1,0,0,0,0
fraud_2:90002191:3,0,0,0,,,2192,2,3614,2,2,2,0,0
fraud_2:4900001648:1,0,0,0,,,1535,0,3762,0,2,2,0,0
fraud_2:4900001648:2,0,0,0,,,1423,1,3648,1,2,2,1,1
fraud_2:90002192:1,0,0,0,,,3419,0,4078,0,0,0,0,0
fraud_2:90002192:2,0,0,0,,,2192,1,3615,1,1,1,1,1
fraud_2:90002193:1,0,0,0,,,3420,0,4079,0,0,0,0,0
fraud_2:90002193:2,0,0,0,,,2193,1,3616,1,3,3,0,0
fraud_2:90002193:3,0,0,0,,,2194,2,3617,2,1,1,0,0
fraud_2:90002194:1,0,0,0,,,3421,0,4080,0,1,1,0,0
fraud_2:90002194:2,0,0,0,,,2194,1,3618,1,2,2,1,1
fraud_2:4900001649:1,0,0,0,,,1536,0,3763,0,4,3,0,0
fraud_2:4900001649:2,0,0,0,,,1424,1,3649,1,4,3,1,1
fraud_2:4900001650:1,0,0,0,,,1537,0,3764,0,2,2,0,0
fraud_2:4900001650:2,0,0,0,,,1425,1,3650,1,2,2,1,1
fraud_2:4900001650:3,0,0,0,,,1538,2,3765,2,2,1,0,0
fraud_2:4900001650:4,0,0,0,,,1426,2,3651,3,2,1,1,1
fraud_2:90002195:1,0,0,0,,,3422,0,4081,0,1,1,0,0
fraud_2:90002195:2,0,0,0,,,2195,1,3619,1,3,2,1,1
fraud_2:4900001651:1,0,0,0,,,1538,0,3766,0,1,1,0,0
fraud_2:4900001651:2,0,0,0,,,1426,1,3652,1,1,1,1,1
fraud_2:4900001651:3,0,0,0,,,1539,2,3767,2,4,4,0,0
fraud_2:4900001651:4,0,0,0,,,1427,2,3653,3,4,4,1,1
fraud_2:4900001651:5,0,0,0,,,1539,2,3768,4,1,1,0,0
fraud_2:4900001651:6,0,0,0,,,1427,2,3654,5,1,1,1,1
fraud_2:90002196:1,0,0,0,,,3423,0,4082,0,1,1,0,0
fraud_2:90002196:2,0,0,0,,,2196,1,3620,1,3,3,1,1
fraud_2:90002197:1,0,0,0,,,3424,0,4083,0,0,0,0,0
fraud_2:90002197:2,0,0,0,,,2197,1,3621,1,2,1,1,1
fraud_2:90002198:1,0,0,0,,,3425,0,4084,0,1,1,0,0
fraud_2:90002198:2,0,0,0,,,2198,1,3622,1,2,2,0,0
fraud_2:90002198:3,0,0,0,,,2199,2,3623,2,5,5,0,0
fraud_2:4900001652:1,0,0,0,,,1539,0,3769,0,2,2,0,0
fraud_2:4900001652:2,0,0,0,,,1427,1,3655,1,2,2,1,1
fraud_2:4900001652:3,0,0,0,,,1540,2,3770,2,1,1,0,0
fraud_2:4900001652:4,0,0,0,,,1428,2,3656,3,1,1,1,1
fraud_2:4900001652:5,0,0,0,,,1540,2,3771,4,1,1,0,0
fraud_2:4900001652:6,0,0,0,,,1428,2,3657,5,1,1,1,1
fraud_2:90002199:1,0,0,0,,,3426,0,4085,0,2,2,0,0
fraud_2:90002199:2,0,0,0,,,2199,1,3624,1,2,2,1,1
fraud_2:90002200:1,0,0,0,,,3427,0,4086,0,0,0,0,0
fraud_2:90002200:2,0,0,0,,,2200,1,3625,1,0,0,1,1
fraud_2:90002201:1,0,0,0,,,3428,0,4087,0,0,0,0,0
fraud_2:90002201:2,0,0,0,,,2201,1,3626,1,0,0,0,0
fraud_2:90002201:3,0,0,0,,,2202,2,3627,2,0,0,0,0
fraud_2:1400001227:1,0,0,0,,,1459,0,2118,0,0,0,0,0
fraud_2:1400001227:2,0,0,0,,,3429,1,4088,1,0,0,1,1
fraud_2:1400001228:1,0,0,0,,,1460,0,2119,0,0,0,0,0
fraud_2:1400001228:2,0,0,0,,,3430,1,4089,1,1,1,1,1
fraud_2:1400001229:1,0,0,0,,,1461,0,2120,0,2,2,0,0
fraud_2:1400001229:2,0,0,0,,,3431,1,4090,1,1,1,1,1
fraud_2:1400001229:3,0,0,0,,,1462,2,2121,2,2,2,0,0
fraud_2:1400001229:4,0,0,0,,,3432,2,4091,3,2,2,1,1
fraud_2:1400001230:1,0,0,0,,,1462,0,2122,0,1,1,0,0
fraud_2:1400001230:2,0,0,0,,,3432,1,4092,1,0,0,1,1
fraud_2:1400001231:1,0,0,0,,,1463,0,2123,0,0,0,0,0
fraud_2:1400001231:2,0,0,0,,,3433,1,4093,1,0,0,1,1
fraud_2:1400001231:3,0,0,0,,,1464,2,2124,2,0,0,0,0
fraud_2:1400001231:4,0,0,0,,,3434,2,4094,3,0,0,1,1
fraud_2:1400001232:1,0,0,0,,,1464,0,2125,0,2,2,0,0
fraud_2:1400001232:2,0,0,0,,,3434,1,4095,1,2,2,1,1
fraud_2:1400001232:3,0,0,0,,,1465,2,2126,2,0,0,0,0
fraud_2:1400001232:4,0,0,0,,,3435,2,4096,3,0,0,1,1
fraud_2:1400001233:1,0,0,0,,,1465,0,2127,0,0,0,0,0
fraud_2:1400001233:2,0,0,0,,,3435,1,4097,1,0,0,1,1
fraud_2:1400001234:1,0,0,0,,,1466,0,2128,0,1,1,0,0
fraud_2:1400001234:2,0,0,0,,,3436,1,4098,1,1,1,1,1
fraud_2:1400001234:3,0,0,0,,,1467,2,2129,2,0,0,0,0
fraud_2:1400001234:4,0,0,0,,,3437,2,4099,3,0,0,1,1
fraud_2:1400001235:1,0,0,0,,,1467,0,2130,0,1,1,0,0
fraud_2:1400001235:2,0,0,0,,,3437,1,4100,1,0,0,1,1
fraud_2:1400001235:3,0,0,0,,,1468,2,2131,2,2,2,0,0
fraud_2:1400001235:4,0,0,0,,,3438,2,4101,3,1,1,1,1
fraud_2:1400001236:1,0,0,0,,,1468,0,2132,0,2,2,0,0
fraud_2:1400001236:2,0,0,0,,,3438,1,4102,1,2,2,1,1
fraud_2:100000237:1,0,0,0,,,25,0,25,0,25,25,0,0
fraud_2:100000237:2,0,0,0,,,25,1,25,1,25,25,1,1
fraud_2:100000238:1,0,0,0,,,25,0,25,0,25,25,0,0
fraud_2:100000238:2,0,0,0,,,25,1,25,1,25,25,1,1
fraud_2:100000239:1,0,0,0,,,25,0,25,0,25,25,0,0
fraud_2:100000239:2,0,0,0,,,1469,1,2133,1,0,0,1,1
fraud_2:100000240:1,0,0,0,,,25,0,25,0,25,25,0,0
fraud_2:100000240:2,0,0,0,,,1470,1,2134,1,0,0,1,1
fraud_2:1400001237:1,0,0,0,,,1471,0,2135,0,3,3,0,0
fraud_2:1400001237:2,0,0,0,,,3439,1,4103,1,3,3,1,1
fraud_2:1400001237:3,0,0,0,,,1472,2,2136,2,0,0,0,0
fraud_2:1400001237:4,0,0,0,,,3440,2,4104,3,1,1,1,1
fraud_2:1400001238:1,0,0,0,,,1472,0,2137,0,0,0,0,0
fraud_2:1400001238:2,0,0,0,,,3440,1,4105,1,1,1,1,1
fraud_2:1400001239:1,0,0,0,,,1473,0,2138,0,1,1,0,0
fraud_2:1400001239:2,0,0,0,,,3441,1,4106,1,1,1,1,1
fraud_2:1400001239:3,0,0,0,,,1474,2,2139,2,0,0,0,0
fraud_2:1400001239:4,0,0,0,,,3442,2,4107,3,1,1,1,1
fraud_2:1400001240:1,0,0,0,,,1474,0,2140,0,0,0,0,0
fraud_2:1400001240:2,0,0,0,,,3442,1,4108,1,0,0,1,1
fraud_2:100000241:1,0,0,0,,,25,0,25,0,25,25,0,0
fraud_2:100000241:2,0,0,0,,,1475,1,2141,1,0,0,1,1
fraud_2:100000242:1,0,0,0,,,24,0,24,0,0,0,0,0
fraud_2:100000242:2,0,0,0,,,1476,1,2142,1,0,0,1,1
fraud_2:100000243:1,0,0,0,,,25,0,25,0,11,11,0,0
fraud_2:100000243:2,0,0,0,,,1477,1,2143,1,0,0,1,1
fraud_2:4900001653:1,0,0,0,,,1540,0,3772,0,0,0,0,0
fraud_2:4900001653:2,0,0,0,,,1428,1,3658,1,0,0,1,1
fraud_2:4900001653:3,0,0,0,,,1541,2,3773,2,3,2,0,0
fraud_2:4900001653:4,0,0,0,,,1429,2,3659,3,3,2,1,1
fraud_2:4900001653:5,0,0,0,,,1541,2,3774,4,1,1,0,0
fraud_2:4900001653:6,0,0,0,,,1429,2,3660,5,1,1,1,1
fraud_2:90002202:1,0,0,0,,,3443,0,4109,0,1,1,0,0
fraud_2:90002202:2,0,0,0,,,2202,1,3628,1,1,1,0,0
fraud_2:90002202:3,0,0,0,,,2203,2,3629,2,3,3,0,0
fraud_2:90002202:4,0,0,0,,,2203,2,3630,3,0,0,0,0
fraud_2:4900001654:1,0,0,0,,,1541,0,3775,0,3,3,0,0
fraud_2:4900001654:2,0,0,0,,,1429,1,3661,1,3,3,1,1
fraud_2:4900001654:3,0,0,0,,,1542,2,3776,2,5,4,2,2
fraud_2:4900001654:4,0,0,0,,,1430,2,3662,3,5,4,3,2
fraud_2:4900001654:5,0,0,0,,,1542,2,3777,4,0,0,0,0
fraud_2:4900001654:6,0,0,0,,,1430,2,3663,5,0,0,1,1
fraud_2:90002203:1,0,0,0,,,3444,0,4110,0,0,0,0,0
fraud_2:90002203:2,0,0,0,,,2203,1,3631,1,1,1,1,1
fraud_2:90002204:1,0,0,0,,,3445,0,4111,0,1,1,0,0
fraud_2:90002204:2,0,0,0,,,2204,1,3632,1,4,4,0,0
fraud_2:90002204:3,0,0,0,,,2205,2,3633,2,1,1,0,0
fraud_2:4900001655:1,0,0,0,,,1542,0,3778,0,0,0,0,0
fraud_2:4900001655:2,0,0,0,,,1430,1,3664,1,0,0,1,1
fraud_2:90002205:1,0,0,0,,,3446,0,4112,0,1,1,0,0
fraud_2:90002205:2,0,0,0,,,2205,1,3634,1,1,1,1,1
fraud_2:4900001656:1,0,0,0,,,1543,0,3779,0,1,1,0,0
fraud_2:4900001656:2,0,0,0,,,1431,1,3665,1,1,1,1,1
fraud_2:4900001656:3,0,0,0,,,1544,2,3780,2,0,0,0,0
fraud_2:4900001656:4,0,0,0,,,1432,2,3666,3,0,0,1,1
fraud_2:4900001656:5,0,0,0,,,1544,2,3781,4,0,0,0,0
fraud_2:4900001656:6,0,0,0,,,1432,2,3667,5,0,0,1,1
fraud_2:4900001656:7,0,0,0,,,1544,2,3782,6,5,4,0,0
fraud_2:4900001656:8,0,0,0,,,1432,2,3668,7,5,4,1,1
fraud_2:90002206:1,0,0,0,,,3447,0,4113,0,0,0,0,0
fraud_2:90002206:2,0,0,0,,,2206,1,3635,1,1,1,0,0
fraud_2:90002206:3,0,0,0,,,2207,2,3636,2,1,1,0,0
fraud_2:90002206:4,0,0,0,,,2207,2,3637,3,2,2,0,0
fraud_2:90002207:1,0,0,0,,,3448,0,4114,0,1,1,0,0
fraud_2:90002207:2,0,0,0,,,2207,1,3638,1,3,3,1,1
fraud_2:4900001657:1,0,0,0,,,1544,0,3783,0,3,3,0,0
fraud_2:4900001657:2,0,0,0,,,1432,1,3669,1,3,3,1,1
fraud_2:4900001657:3,0,0,0,,,1545,2,3784,2,1,1,0,0
fraud_2:4900001657:4,0,0,0,,,1433,2,3670,3,1,1,1,1
fraud_2:90002208:1,0,0,0,,,3449,0,4115,0,2,2,0,0
fraud_2:90002208:2,0,0,0,,,2208,1,3639,1,2,2,1,1
fraud_2:90002209:1,0,0,0,,,3450,0,4116,0,0,0,0,0
fraud_2:90002209:2,0,0,0,,,2209,1,3640,1,2,2,1,1
fraud_2:4900001658:1,0,0,0,,,1545,0,3785,0,1,1,0,0
fraud_2:4900001658:2,0,0,0,,,1433,1,3671,1,1,1,1,1
fraud_2:4900001658:3,0,0,0,,,1546,2,3786,2,4,4,0,0
fraud_2:4900001658:4,0,0,0,,,1434,2,3672,3,4,4,1,1
fraud_2:90002210:1,0,0,0,,,3451,0,4117,0,0,0,0,0
fraud_2:90002210:2,0,0,0,,,2210,1,3641,1,2,2,0,0
fraud_2:90002210:3,0,0,0,,,2211,2,3642,2,4,4,0,0
fraud_2:4900001659:1,0,0,0,,,1546,0,3787,0,0,0,0,0
fraud_2:4900001659:2,0,0,0,,,1434,1,3673,1,0,0,1,1
fraud_2:4900001660:1,0,0,0,,,1547,0,3788,0,0,0,0,0
fraud_2:4900001660:2,0,0,0,,,1435,1,3674,1,0,0,1,1
fraud_2:4900001660:3,0,0,0,,,1548,2,3789,2,0,0,0,0
fraud_2:4900001660:4,0,0,0,,,1436,2,3675,3,0,0,1,1
fraud_2:90002211:1,0,0,0,,,3452,0,4118,0,1,1,0,0
fraud_2:90002211:2,0,0,0,,,2211,1,3643,1,2,2,1,1
fraud_2:90002212:1,0,0,0,,,3453,0,4119,0,0,0,0,0
fraud_2:90002212:2,0,0,0,,,2212,1,3644,1,2,2,0,0
fraud_2:90002212:3,0,0,0,,,2213,2,3645,2,1,1,0,0
fraud_2:4900001661:1,0,0,0,,,1548,0,3790,0,0,0,0,0
fraud_2:4900001661:2,0,0,0,,,1436,1,3676,1,0,0,1,1
fraud_2:4900001661:3,0,0,0,,,1549,2,3791,2,2,2,0,0
fraud_2:4900001661:4,0,0,0,,,1437,2,3677,3,2,2,1,1
fraud_2:4900001661:5,0,0,0,,,1549,2,3792,4,0,0,0,0
fraud_2:4900001661:6,0,0,0,,,1437,2,3678,5,0,0,1,1
fraud_2:4900001661:7,0,0,0,,,1549,2,3793,6,1,1,0,0
fraud_2:4900001661:8,0,0,0,,,1437,2,3679,7,1,1,1,1
fraud_2:4900001662:1,0,0,0,,,1549,0,3794,0,0,0,0,0
fraud_2:4900001662:2,0,0,0,,,1437,1,3680,1,0,0,1,1
fraud_2:90002213:1,0,0,0,,,3454,0,4120,0,1,1,0,0
fraud_2:90002213:2,0,0,0,,,2213,1,3646,1,0,0,0,0
fraud_2:90002213:3,0,0,0,,,2214,2,3647,2,2,2,0,0
fraud_2:90002214:1,0,0,0,,,3455,0,4121,0,0,0,0,0
fraud_2:90002214:2,0,0,0,,,2214,1,3648,1,1,1,0,0
fraud_2:90002214:3,0,0,0,,,2215,2,3649,2,0,0,0,0
fraud_2:4900001663:1,0,0,0,,,1550,0,3795,0,2,2,0,0
fraud_2:4900001663:2,0,0,0,,,1438,1,3681,1,2,2,1,1
fraud_2:4900001663:3,0,0,0,,,1551,2,3796,2,2,2,2,2
fraud_2:4900001663:4,0,0,0,,,1439,2,3682,3,2,2,3,2
fraud_2:4900001663:5,0,0,0,,,1551,2,3797,4,4,3,4,2
fraud_2:4900001663:6,0,0,0,,,1439,2,3683,5,4,3,5,2
fraud_2:90002215:1,0,0,0,,,3456,0,4122,0,0,0,0,0
fraud_2:90002215:2,0,0,0,,,2215,1,3650,1,1,1,1,1
fraud_2:4900001664:1,0,0,0,,,1551,0,3798,0,0,0,0,0
fraud_2:4900001664:2,0,0,0,,,1439,1,3684,1,0,0,1,1
fraud_2:4900001664:3,0,0,0,,,1552,2,3799,2,4,3,0,0
fraud_2:4900001664:4,0,0,0,,,1440,2,3685,3,4,3,1,1
fraud_2:4900001664:5,0,0,0,,,1552,2,3800,4,0,0,0,0
fraud_2:4900001664:6,0,0,0,,,1440,2,3686,5,0,0,1,1
fraud_2:90002216:1,0,0,0,,,3457,0,4123,0,0,0,0,0
fraud_2:90002216:2,0,0,0,,,2216,1,3651,1,3,3,0,0
fraud_2:90002216:3,0,0,0,,,2217,2,3652,2,4,4,1,1
fraud_2:90002217:1,0,0,0,,,3458,0,4124,0,1,1,0,0
fraud_2:90002217:2,0,0,0,,,2217,1,3653,1,1,1,1,1
fraud_2:90002218:1,0,0,0,,,3459,0,4125,0,0,0,0,0
fraud_2:90002218:2,0,0,0,,,2218,1,3654,1,0,0,1,1
fraud_2:90002219:1,0,0,0,,,3460,0,4126,0,1,1,0,0
fraud_2:90002219:2,0,0,0,,,2219,1,3655,1,4,4,0,0
fraud_2:90002219:3,0,0,0,,,2220,2,3656,2,2,2,0,0
fraud_2:5000000057:1,0,0,0,,,174,0,913,0,0,0,0,0
fraud_2:5000000057:2,0,0,0,,,107,1,355,1,0,0,1,1
fraud_2:5000000058:1,0,0,0,,,175,0,914,0,0,0,0,0
fraud_2:5000000058:2,0,0,0,,,108,1,356,1,0,0,1,1
fraud_2:1400001241:1,0,0,0,,,1478,0,2144,0,0,0,0,0
fraud_2:1400001241:2,0,0,0,,,3461,1,4127,1,0,0,1,1
fraud_2:1400001241:3,0,0,0,,,1479,2,2145,2,0,0,0,0
fraud_2:1400001241:4,0,0,0,,,3462,2,4128,3,0,0,1,1
fraud_2:1400001242:1,0,0,0,,,1479,0,2146,0,0,0,0,0
fraud_2:1400001242:2,0,0,0,,,3462,1,4129,1,2,2,1,1
fraud_2:1400001242:3,0,0,0,,,1480,2,2147,2,0,0,0,0
fraud_2:1400001242:4,0,0,0,,,3463,2,4130,3,1,1,1,1
fraud_2:1400001243:1,0,0,0,,,1480,0,2148,0,1,1,0,0
fraud_2:1400001243:2,0,0,0,,,3463,1,4131,1,1,1,1,1
fraud_2:1400001243:3,0,0,0,,,1481,2,2149,2,1,1,0,0
fraud_2:1400001243:4,0,0,0,,,3464,2,4132,3,2,2,1,1
fraud_2:1400001244:1,0,0,0,,,1481,0,2150,0,0,0,0,0
fraud_2:1400001244:2,0,0,0,,,3464,1,4133,1,2,2,1,1
fraud_2:1400001244:3,0,0,0,,,1482,2,2151,2,0,0,0,0
fraud_2:1400001244:4,0,0,0,,,3465,2,4134,3,1,1,1,1
fraud_2:1400001245:1,0,0,0,,,1482,0,2152,0,3,3,0,0
fraud_2:1400001245:2,0,0,0,,,3465,1,4135,1,3,3,1,1
fraud_2:1400001245:3,0,0,0,,,1483,2,2153,2,3,3,2,2
fraud_2:1400001245:4,0,0,0,,,3466,2,4136,3,2,2,3,2
fraud_2:1400001246:1,0,0,0,,,1483,0,2154,0,3,3,0,0
fraud_2:1400001246:2,0,0,0,,,3466,1,4137,1,0,0,1,1
fraud_2:1400001246:3,0,0,0,,,1484,2,2155,2,0,0,0,0
fraud_2:1400001246:4,0,0,0,,,3467,2,4138,3,1,1,1,1
fraud_2:1400001247:1,0,0,0,,,1484,0,2156,0,1,1,0,0
fraud_2:1400001247:2,0,0,0,,,3467,1,4139,1,2,2,1,1
fraud_2:1400001247:3,0,0,0,,,1485,2,2157,2,0,0,0,0
fraud_2:1400001247:4,0,0,0,,,3468,2,4140,3,0,0,1,1
fraud_2:1400001248:1,0,0,0,,,1485,0,2158,0,1,1,0,0
fraud_2:1400001248:2,0,0,0,,,3468,1,4141,1,2,2,1,1
fraud_2:1400001248:3,0,0,0,,,1486,2,2159,2,0,0,0,0
fraud_2:1400001248:4,0,0,0,,,3469,2,4142,3,1,1,1,1
fraud_2:1400001249:1,0,0,0,,,1486,0,2160,0,0,0,0,0
fraud_2:1400001249:2,0,0,0,,,3469,1,4143,1,0,0,1,1
fraud_2:1400001249:3,0,0,0,,,1487,2,2161,2,1,1,0,0
fraud_2:1400001249:4,0,0,0,,,3470,2,4144,3,1,1,1,1
fraud_2:1400001250:1,0,0,0,,,1487,0,2162,0,0,0,0,0
fraud_2:1400001250:2,0,0,0,,,3470,1,4145,1,0,0,1,1
fraud_2:1400001250:3,0,0,0,,,1488,2,2163,2,1,1,0,0
fraud_2:1400001250:4,0,0,0,,,3471,2,4146,3,1,1,1,1
fraud_2:5000000059:1,0,0,0,,,176,0,915,0,0,0,0,0
fraud_2:5000000059:2,0,0,0,,,109,1,357,1,0,0,1,1
fraud_2:100000244:1,0,0,0,,,58,0,58,0,25,25,0,0
fraud_2:100000244:2,0,0,0,,,1488,1,2164,1,0,0,1,1
fraud_2:5100000050:1,0,0,0,,,95,0,95,0,0,0,0,0
fraud_2:5100000050:2,0,0,0,,,110,1,358,1,0,0,1,1
fraud_2:4900001665:1,0,0,0,,,1552,0,3801,0,0,0,0,0
fraud_2:4900001665:2,0,0,0,,,1440,1,3687,1,0,0,1,1
fraud_2:4900001665:3,0,0,0,,,1553,2,3802,2,2,2,0,0
fraud_2:4900001665:4,0,0,0,,,1441,2,3688,3,2,2,1,1
fraud_2:4900001665:5,0,0,0,,,1553,2,3803,4,0,0,0,0
fraud_2:4900001665:6,0,0,0,,,1441,2,3689,5,0,0,1,1
fraud_2:4900001666:1,0,0,0,,,1553,0,3804,0,0,0,0,0
fraud_2:4900001666:2,0,0,0,,,1441,1,3690,1,0,0,1,1
fraud_2:4900001666:3,0,0,0,,,1554,2,3805,2,1,1,0,0
fraud_2:4900001666:4,0,0,0,,,1442,2,3691,3,1,1,1,1
fraud_2:4900001666:5,0,0,0,,,1554,2,3806,4,0,0,0,0
fraud_2:4900001666:6,0,0,0,,,1442,2,3692,5,0,0,1,1
fraud_2:4900001666:7,0,0,0,,,1554,2,3807,6,1,1,2,2
fraud_2:4900001666:8,0,0,0,,,1442,2,3693,7,1,1,3,2
fraud_2:4900001666:9,0,0,0,,,1554,2,3808,8,1,1,0,0
fraud_2:4900001666:10,0,0,0,,,1442,2,3694,9,1,1,1,1
fraud_2:90002220:1,0,0,0,,,3471,0,4147,0,0,0,0,0
fraud_2:90002220:2,0,0,0,,,2220,1,3657,1,1,1,1,1
fraud_2:90002221:1,0,0,0,,,3472,0,4148,0,0,0,0,0
fraud_2:90002221:2,0,0,0,,,2221,1,3658,1,2,2,0,0
fraud_2:90002221:3,0,0,0,,,2222,2,3659,2,1,1,0,0
fraud_2:4900001667:1,0,0,0,,,1554,0,3809,0,4,2,0,0
fraud_2:4900001667:2,0,0,0,,,1442,1,3695,1,4,2,1,1
fraud_2:4900001667:3,0,0,0,,,1555,2,3810,2,1,1,0,0
fraud_2:4900001667:4,0,0,0,,,1443,2,3696,3,1,1,1,1
fraud_2:4900001667:5,0,0,0,,,1555,2,3811,4,0,0,0,0
fraud_2:4900001667:6,0,0,0,,,1443,2,3697,5,0,0,1,1
fraud_2:90002222:1,0,0,0,,,3473,0,4149,0,4,4,0,0
fraud_2:90002222:2,0,0,0,,,2222,1,3660,1,1,1,1,1
fraud_2:90002223:1,0,0,0,,,3474,0,4150,0,0,0,0,0
fraud_2:90002223:2,0,0,0,,,2223,1,3661,1,2,2,0,0
fraud_2:90002223:3,0,0,0,,,2224,2,3662,2,0,0,0,0
fraud_2:90002223:4,0,0,0,,,2224,2,3663,3,3,3,1,1
fraud_2:90002223:5,0,0,0,,,2224,2,3664,4,3,3,0,0
fraud_2:90002224:1,0,0,0,,,3475,0,4151,0,1,1,0,0
fraud_2:90002224:2,0,0,0,,,2224,1,3665,1,2,2,0,0
fraud_2:90002224:3,0,0,0,,,2225,2,3666,2,1,1,0,0
fraud_2:4900001668:1,0,0,0,,,1555,0,3812,0,1,1,0,0
fraud_2:4900001668:2,0,0,0,,,1443,1,3698,1,1,1,1,1
fraud_2:4900001668:3,0,0,0,,,1556,2,3813,2,1,1,0,0
fraud_2:4900001668:4,0,0,0,,,1444,2,3699,3,1,1,1,1
fraud_2:90002225:1,0,0,0,,,3476,0,4152,0,0,0,0,0
fraud_2:90002225:2,0,0,0,,,2225,1,3667,1,1,1,1,1
fraud_2:90002226:1,0,0,0,,,3477,0,4153,0,1,1,0,0
fraud_2:90002226:2,0,0,0,,,2226,1,3668,1,2,2,0,0
fraud_2:90002226:3,0,0,0,,,2227,2,3669,2,1,1,0,0
fraud_2:4900001669:1,0,0,0,,,1556,0,3814,0,0,0,0,0
fraud_2:4900001669:2,0,0,0,,,1444,1,3700,1,0,0,1,1
fraud_2:4900001669:3,0,0,0,,,1557,2,3815,2,0,0,0,0
fraud_2:4900001669:4,0,0,0,,,1445,2,3701,3,0,0,1,1
fraud_2:4900001669:5,0,0,0,,,1557,2,3816,4,0,0,0,0
fraud_2:4900001669:6,0,0,0,,,1445,2,3702,5,0,0,1,1
fraud_2:90002227:1,0,0,0,,,3478,0,4154,0,0,0,0,0
fraud_2:90002227:2,0,0,0,,,2227,1,3670,1,2,2,0,0
fraud_2:90002227:3,0,0,0,,,2228,2,3671,2,0,0,0,0
fraud_2:90002228:1,0,0,0,,,3479,0,4155,0,0,0,0,0
fraud_2:90002228:2,0,0,0,,,2228,1,3672,1,0,0,1,1
fraud_2:4900001670:1,0,0,0,,,1557,0,3817,0,0,0,0,0
fraud_2:4900001670:2,0,0,0,,,1445,1,3703,1,0,0,1,1
fraud_2:4900001671:1,0,0,0,,,1558,0,3818,0,1,1,0,0
fraud_2:4900001671:2,0,0,0,,,1446,1,3704,1,1,1,1,1
fraud_2:4900001671:3,0,0,0,,,1559,2,3819,2,0,0,0,0
fraud_2:4900001671:4,0,0,0,,,1447,2,3705,3,0,0,1,1
fraud_2:4900001671:5,0,0,0,,,1559,2,3820,4,2,2,0,0
fraud_2:4900001671:6,0,0,0,,,1447,2,3706,5,2,2,1,1
fraud_2:90002229:1,0,0,0,,,3480,0,4156,0,0,0,0,0
fraud_2:90002229:2,0,0,0,,,2229,1,3673,1,1,1,1,1
fraud_2:90002230:1,0,0,0,,,3481,0,4157,0,1,1,0,0
fraud_2:90002230:2,0,0,0,,,2230,1,3674,1,1,1,0,0
fraud_2:90002230:3,0,0,0,,,2231,2,3675,2,1,1,0,0
fraud_2:90002231:1,0,0,0,,,3482,0,4158,0,1,1,0,0
fraud_2:90002231:2,0,0,0,,,2231,1,3676,1,2,2,1,1
fraud_2:4900001672:1,0,0,0,,,1559,0,3821,0,1,1,0,0
fraud_2:4900001672:2,0,0,0,,,1447,1,3707,1,1,1,1,1
fraud_2:4900001672:3,0,0,0,,,1560,2,3822,2,2,2,0,0
fraud_2:4900001672:4,0,0,0,,,1448,2,3708,3,2,2,1,1
fraud_2:4900001672:5,0,0,0,,,1560,2,3823,4,1,1,0,0
fraud_2:4900001672:6,0,0,0,,,1448,2,3709,5,1,1,1,1
fraud_2:90002232:1,0,0,0,,,3483,0,4159,0,1,1,0,0
fraud_2:90002232:2,0,0,0,,,2232,1,3677,1,2,2,0,0
fraud_2:90002232:3,0,0,0,,,2233,2,3678,2,1,1,0,0
fraud_2:90002233:1,0,0,0,,,3484,0,4160,0,2,2,0,0
fraud_2:90002233:2,0,0,0,,,2233,1,3679,1,2,2,1,1
fraud_2:4900001673:1,0,0,0,,,1560,0,3824,0,1,1,0,0
fraud_2:4900001673:2,0,0,0,,,1448,1,3710,1,1,1,1,1
fraud_2:4900001673:3,0,0,0,,,1561,2,3825,2,0,0,0,0
fraud_2:4900001673:4,0,0,0,,,1449,2,3711,3,0,0,1,1
fraud_2:4900001673:5,0,0,0,,,1561,2,3826,4,3,3,0,0
fraud_2:4900001673:6,0,0,0,,,1449,2,3712,5,3,3,1,1
fraud_2:90002234:1,0,0,0,,,3485,0,4161,0,0,0,0,0
fraud_2:90002234:2,0,0,0,,,2234,1,3680,1,1,1,0,0
fraud_2:90002234:3,0,0,0,,,2235,2,3681,2,4,4,0,0
fraud_2:4900001674:1,0,0,0,,,1561,0,3827,0,2,2,0,0
fraud_2:4900001674:2,0,0,0,,,1449,1,3713,1,2,2,1,1
fraud_2:4900001674:3,0,0,0,,,1562,2,3828,2,0,0,0,0
fraud_2:4900001674:4,0,0,0,,,1450,2,3714,3,0,0,1,1
fraud_2:4900001674:5,0,0,0,,,1562,2,3829,4,1,1,0,0
fraud_2:4900001674:6,0,0,0,,,1450,2,3715,5,1,1,1,1
fraud_2:90002235:1,0,0,0,,,3486,0,4162,0,0,0,0,0
fraud_2:90002235:2,0,0,0,,,2235,1,3682,1,1,1,1,1
fraud_2:90002236:1,0,0,0,,,3487,0,4163,0,0,0,0,0
fraud_2:90002236:2,0,0,0,,,2236,1,3683,1,2,2,0,0
