account_id,node_kind
DOC:fraud_2:4900000252,document
DOC:fraud_2:90000280,document
DOC:fraud_2:90000281,document
DOC:fraud_2:90000282,document
DOC:fraud_2:4900000253,document
DOC:fraud_2:90000283,document
DOC:fraud_2:1400000030,document
DOC:fraud_2:1400000031,document
DOC:fraud_2:1400000032,document
DOC:fraud_2:1400000033,document
DOC:fraud_2:1400000034,document
DOC:fraud_2:1400000035,document
DOC:fraud_2:5000000014,document
DOC:fraud_2:5100000013,document
DOC:fraud_2:4900000254,document
DOC:fraud_2:5000000015,document
DOC:fraud_2:4900000255,document
DOC:fraud_2:5100000014,document
DOC:fraud_2:4900000256,document
DOC:fraud_2:4900000257,document
DOC:fraud_2:4900000258,document
DOC:fraud_2:90000284,document
DOC:fraud_2:90000285,document
DOC:fraud_2:4900000259,document
DOC:fraud_2:90000286,document
DOC:fraud_2:90000287,document
DOC:fraud_2:4900000260,document
DOC:fraud_2:90000288,document
DOC:fraud_2:4900000261,document
DOC:fraud_2:4900000262,document
DOC:fraud_2:90000289,document
DOC:fraud_2:90000290,document
DOC:fraud_2:4900000263,document
DOC:fraud_2:90000291,document
DOC:fraud_2:90000292,document
DOC:fraud_2:90000293,document
DOC:fraud_2:4900000264,document
DOC:fraud_2:4900000265,document
DOC:fraud_2:90000294,document
DOC:fraud_2:90000295,document
DOC:fraud_2:4900000266,document
DOC:fraud_2:90000296,document
DOC:fraud_2:90000297,document
DOC:fraud_2:4900000267,document
DOC:fraud_2:90000298,document
DOC:fraud_2:4900000268,document
DOC:fraud_2:90000299,document
DOC:fraud_2:90000300,document
DOC:fraud_2:4900000269,document
DOC:fraud_2:90000301,document
DOC:fraud_2:90000302,document
DOC:fraud_2:4900000270,document
DOC:fraud_2:1400000036,document
DOC:fraud_2:1400000037,document
DOC:fraud_2:1400000038,document
DOC:fraud_2:1400000039,document
DOC:fraud_2:1400000040,document
DOC:fraud_2:1400000041,document
DOC:fraud_2:1500000002,document
DOC:fraud_2:100000042,document
DOC:fraud_2:100000043,document
DOC:fraud_2:100000044,document
DOC:fraud_2:100000045,document
DOC:fraud_2:4900000271,document
DOC:fraud_2:100000046,document
DOC:fraud_2:100000047,document
DOC:fraud_2:100000048,document
DOC:fraud_2:4900000272,document
DOC:fraud_2:100000049,document
DOC:fraud_2:4900000273,document
DOC:fraud_2:90000303,document
DOC:fraud_2:90000304,document
DOC:fraud_2:4900000274,document
DOC:fraud_2:90000305,document
DOC:fraud_2:90000306,document
DOC:fraud_2:4900000275,document
DOC:fraud_2:90000307,document
DOC:fraud_2:4900000276,document
DOC:fraud_2:90000308,document
DOC:fraud_2:90000309,document
DOC:fraud_2:4900000277,document
DOC:fraud_2:90000310,document
DOC:fraud_2:90000311,document
DOC:fraud_2:4900000278,document
DOC:fraud_2:90000312,document
DOC:fraud_2:90000313,document
DOC:fraud_2:4900000279,document
DOC:fraud_2:90000314,document
DOC:fraud_2:90000315,document
DOC:fraud_2:4900000280,document
DOC:fraud_2:4900000281,document
DOC:fraud_2:90000316,document
DOC:fraud_2:90000317,document
DOC:fraud_2:90000318,document
DOC:fraud_2:4900000282,document
DOC:fraud_2:90000319,document
DOC:fraud_2:90000320,document
DOC:fraud_2:4900000283,document
DOC:fraud_2:90000321,document
DOC:fraud_2:4900000284,document
DOC:fraud_2:90000322,document
DOC:fraud_2:1400000042,document
DOC:fraud_2:1500000003,document
DOC:fraud_2:1400000043,document
DOC:fraud_2:1400000044,document
DOC:fraud_2:1400000045,document
DOC:fraud_2:1400000046,document
DOC:fraud_2:1400000047,document
DOC:fraud_2:5000000016,document
DOC:fraud_2:5100000015,document
DOC:fraud_2:4900000285,document
DOC:fraud_2:4900000286,document
DOC:fraud_2:4900000287,document
DOC:fraud_2:4900000288,document
DOC:fraud_2:4900000289,document
DOC:fraud_2:90000323,document
DOC:fraud_2:4900000290,document
DOC:fraud_2:90000324,document
DOC:fraud_2:90000325,document
DOC:fraud_2:90000326,document
DOC:fraud_2:4900000291,document
DOC:fraud_2:90000327,document
DOC:fraud_2:4900000292,document
DOC:fraud_2:90000328,document
DOC:fraud_2:90000329,document
DOC:fraud_2:4900000293,document
DOC:fraud_2:90000330,document
DOC:fraud_2:90000331,document
DOC:fraud_2:4900000294,document
DOC:fraud_2:90000332,document
DOC:fraud_2:90000333,document
DOC:fraud_2:4900000295,document
DOC:fraud_2:90000334,document
DOC:fraud_2:4900000296,document
DOC:fraud_2:4900000297,document
DOC:fraud_2:90000335,document
DOC:fraud_2:90000336,document
DOC:fraud_2:4900000298,document
DOC:fraud_2:90000337,document
DOC:fraud_2:90000338,document
DOC:fraud_2:4900000299,document
DOC:fraud_2:90000339,document
DOC:fraud_2:90000340,document
DOC:fraud_2:1400000048,document
DOC:fraud_2:1400000049,document
DOC:fraud_2:1400000050,document
DOC:fraud_2:1400000051,document
DOC:fraud_2:1400000052,document
DOC:fraud_2:1400000053,document
DOC:fraud_2:1500000004,document
DOC:fraud_2:1400000054,document
DOC:fraud_2:1400000055,document
DOC:fraud_2:4900000300,document
DOC:fraud_2:4900000301,document
DOC:fraud_2:4900000302,document
DOC:fraud_2:100000050,document
DOC:fraud_2:4900000303,document
DOC:fraud_2:4900000304,document
DOC:fraud_2:90000341,document
DOC:fraud_2:90000342,document
DOC:fraud_2:4900000305,document
DOC:fraud_2:90000343,document
DOC:fraud_2:4900000306,document
DOC:fraud_2:90000344,document
DOC:fraud_2:90000345,document
DOC:fraud_2:4900000307,document
DOC:fraud_2:4900000308,document
DOC:fraud_2:90000346,document
DOC:fraud_2:4900000309,document
DOC:fraud_2:90000347,document
DOC:fraud_2:90000348,document
DOC:fraud_2:4900000310,document
DOC:fraud_2:90000349,document
DOC:fraud_2:90000350,document
DOC:fraud_2:90000351,document
DOC:fraud_2:4900000311,document
DOC:fraud_2:90000352,document
DOC:fraud_2:90000353,document
DOC:fraud_2:4900000312,document
DOC:fraud_2:90000354,document
DOC:fraud_2:90000355,document
DOC:fraud_2:4900000313,document
DOC:fraud_2:90000356,document
DOC:fraud_2:1400000056,document
DOC:fraud_2:1400000057,document
DOC:fraud_2:1400000058,document
DOC:fraud_2:1400000059,document
DOC:fraud_2:1400000060,document
DOC:fraud_2:1400000061,document
DOC:fraud_2:1400000062,document
DOC:fraud_2:1400000063,document
DOC:fraud_2:1400000064,document
DOC:fraud_2:1400000065,document
DOC:fraud_2:4900000314,document
DOC:fraud_2:4900000315,document
DOC:fraud_2:4900000316,document
DOC:fraud_2:90000357,document
DOC:fraud_2:4900000317,document
DOC:fraud_2:90000358,document
DOC:fraud_2:4900000318,document
DOC:fraud_2:90000359,document
DOC:fraud_2:4900000319,document
DOC:fraud_2:90000360,document
DOC:fraud_2:90000361,document
DOC:fraud_2:4900000320,document
DOC:fraud_2:4900000321,document
DOC:fraud_2:90000362,document
DOC:fraud_2:90000363,document
DOC:fraud_2:90000364,document
DOC:fraud_2:4900000322,document
DOC:fraud_2:90000365,document
DOC:fraud_2:4900000323,document
DOC:fraud_2:4900000324,document
DOC:fraud_2:90000366,document
DOC:fraud_2:90000367,document
DOC:fraud_2:4900000325,document
DOC:fraud_2:90000368,document
DOC:fraud_2:4900000326,document
DOC:fraud_2:90000369,document
DOC:fraud_2:90000370,document
DOC:fraud_2:90000371,document
DOC:fraud_2:1400000066,document
DOC:fraud_2:1400000067,document
DOC:fraud_2:1400000068,document
DOC:fraud_2:1400000069,document
DOC:fraud_2:1400000070,document
DOC:fraud_2:1500000005,document
DOC:fraud_2:1500000006,document
DOC:fraud_2:1400000071,document
DOC:fraud_2:1400000072,document
DOC:fraud_2:1400000073,document
DOC:fraud_2:1400000074,document
DOC:fraud_2:1400000075,document
DOC:fraud_2:1400000076,document
DOC:fraud_2:1400000077,document
DOC:fraud_2:1400000078,document
DOC:fraud_2:1400000079,document
DOC:fraud_2:1400000080,document
DOC:fraud_2:1400000081,document
DOC:fraud_2:4900000327,document
DOC:fraud_2:4900000328,document
DOC:fraud_2:4900000329,document
DOC:fraud_2:4900000330,document
DOC:fraud_2:100000051,document
DOC:fraud_2:4900000331,document
DOC:fraud_2:90000372,document
DOC:fraud_2:90000373,document
DOC:fraud_2:4900000332,document
DOC:fraud_2:90000374,document
DOC:fraud_2:90000375,document
DOC:fraud_2:4900000333,document
DOC:fraud_2:90000376,document
DOC:fraud_2:90000377,document
DOC:fraud_2:4900000334,document
DOC:fraud_2:90000378,document
DOC:fraud_2:90000379,document
DOC:fraud_2:4900000335,document
DOC:fraud_2:4900000336,document
DOC:fraud_2:90000380,document
DOC:fraud_2:4900000337,document
DOC:fraud_2:90000381,document
DOC:fraud_2:90000382,document
DOC:fraud_2:4900000338,document
DOC:fraud_2:90000383,document
DOC:fraud_2:90000384,document
DOC:fraud_2:4900000339,document
DOC:fraud_2:90000385,document
DOC:fraud_2:90000386,document
DOC:fraud_2:4900000340,document
DOC:fraud_2:4900000341,document
DOC:fraud_2:90000387,document
DOC:fraud_2:90000388,document
DOC:fraud_2:4900000342,document
DOC:fraud_2:90000389,document
DOC:fraud_2:90000390,document
DOC:fraud_2:90000391,document
DOC:fraud_2:90000392,document
DOC:fraud_2:1400000082,document
DOC:fraud_2:1400000083,document
DOC:fraud_2:1400000084,document
DOC:fraud_2:1400000085,document
DOC:fraud_2:1400000086,document
DOC:fraud_2:1400000087,document
DOC:fraud_2:1400000088,document
DOC:fraud_2:100000052,document
DOC:fraud_2:100000053,document
DOC:fraud_2:100000054,document
DOC:fraud_2:100000055,document
DOC:fraud_2:1400000089,document
DOC:fraud_2:1400000090,document
DOC:fraud_2:1400000091,document
DOC:fraud_2:4900000343,document
DOC:fraud_2:4900000344,document
DOC:fraud_2:100000056,document
DOC:fraud_2:100000057,document
DOC:fraud_2:100000058,document
DOC:fraud_2:4900000345,document
DOC:fraud_2:4900000346,document
DOC:fraud_2:90000393,document
DOC:fraud_2:90000394,document
DOC:fraud_2:4900000347,document
DOC:fraud_2:90000395,document
DOC:fraud_2:90000396,document
DOC:fraud_2:4900000348,document
DOC:fraud_2:90000397,document
DOC:fraud_2:90000398,document
DOC:fraud_2:90000399,document
DOC:fraud_2:4900000349,document
DOC:fraud_2:90000400,document
DOC:fraud_2:90000401,document
DOC:fraud_2:4900000350,document
DOC:fraud_2:90000402,document
DOC:fraud_2:4900000351,document
DOC:fraud_2:4900000352,document
DOC:fraud_2:90000403,document
DOC:fraud_2:90000404,document
DOC:fraud_2:4900000353,document
DOC:fraud_2:90000405,document
DOC:fraud_2:90000406,document
DOC:fraud_2:4900000354,document
DOC:fraud_2:90000407,document
DOC:fraud_2:90000408,document
DOC:fraud_2:4900000355,document
DOC:fraud_2:90000409,document
DOC:fraud_2:90000410,document
DOC:fraud_2:4900000356,document
DOC:fraud_2:90000411,document
DOC:fraud_2:1400000092,document
DOC:fraud_2:1400000093,document
DOC:fraud_2:1400000094,document
DOC:fraud_2:1400000095,document
DOC:fraud_2:1400000096,document
DOC:fraud_2:1400000097,document
DOC:fraud_2:1400000098,document
DOC:fraud_2:1400000099,document
DOC:fraud_2:1500000007,document
DOC:fraud_2:1500000008,document
DOC:fraud_2:1400000100,document
DOC:fraud_2:1400000101,document
DOC:fraud_2:1400000102,document
DOC:fraud_2:1400000103,document
DOC:fraud_2:1400000104,document
DOC:fraud_2:1400000105,document
DOC:fraud_2:1400000106,document
DOC:fraud_2:4900000357,document
DOC:fraud_2:5000000017,document
DOC:fraud_2:5100000016,document
DOC:fraud_2:4900000358,document
DOC:fraud_2:100000059,document
DOC:fraud_2:4900000359,document
DOC:fraud_2:90000412,document
DOC:fraud_2:90000413,document
DOC:fraud_2:4900000360,document
DOC:fraud_2:90000414,document
DOC:fraud_2:4900000361,document
DOC:fraud_2:90000415,document
DOC:fraud_2:90000416,document
DOC:fraud_2:4900000362,document
DOC:fraud_2:4900000363,document
DOC:fraud_2:90000417,document
DOC:fraud_2:90000418,document
DOC:fraud_2:4900000364,document
DOC:fraud_2:90000419,document
DOC:fraud_2:90000420,document
DOC:fraud_2:90000421,document
DOC:fraud_2:4900000365,document
DOC:fraud_2:90000422,document
DOC:fraud_2:4900000366,document
DOC:fraud_2:4900000367,document
DOC:fraud_2:90000423,document
DOC:fraud_2:90000424,document
DOC:fraud_2:4900000368,document
DOC:fraud_2:90000425,document
DOC:fraud_2:4900000369,document
DOC:fraud_2:90000426,document
DOC:fraud_2:90000427,document
DOC:fraud_2:90000428,document
DOC:fraud_2:90000429,document
DOC:fraud_2:5000000018,document
DOC:fraud_2:1400000107,document
DOC:fraud_2:1400000108,document
DOC:fraud_2:1400000109,document
DOC:fraud_2:1400000110,document
DOC:fraud_2:1400000111,document
DOC:fraud_2:1400000112,document
DOC:fraud_2:1400000113,document
DOC:fraud_2:1400000114,document
DOC:fraud_2:1400000115,document
DOC:fraud_2:1400000116,document
DOC:fraud_2:1400000117,document
DOC:fraud_2:1400000118,document
DOC:fraud_2:4900000370,document
DOC:fraud_2:4900000371,document
DOC:fraud_2:90000430,document
DOC:fraud_2:90000431,document
DOC:fraud_2:4900000372,document
DOC:fraud_2:90000432,document
DOC:fraud_2:90000433,document
DOC:fraud_2:4900000373,document
DOC:fraud_2:90000434,document
DOC:fraud_2:4900000374,document
DOC:fraud_2:90000435,document
DOC:fraud_2:90000436,document
DOC:fraud_2:4900000375,document
DOC:fraud_2:90000437,document
DOC:fraud_2:90000438,document
DOC:fraud_2:4900000376,document
DOC:fraud_2:90000439,document
DOC:fraud_2:90000440,document
DOC:fraud_2:4900000377,document
DOC:fraud_2:90000441,document
DOC:fraud_2:90000442,document
DOC:fraud_2:4900000378,document
DOC:fraud_2:90000443,document
DOC:fraud_2:90000444,document
DOC:fraud_2:4900000379,document
DOC:fraud_2:90000445,document
DOC:fraud_2:90000446,document
DOC:fraud_2:4900000380,document
DOC:fraud_2:90000447,document
DOC:fraud_2:90000448,document
DOC:fraud_2:4900000381,document
DOC:fraud_2:90000449,document
DOC:fraud_2:1400000119,document
DOC:fraud_2:1400000120,document
DOC:fraud_2:1400000121,document
DOC:fraud_2:1400000122,document
DOC:fraud_2:1400000123,document
DOC:fraud_2:1400000124,document
DOC:fraud_2:1400000125,document
DOC:fraud_2:1400000126,document
DOC:fraud_2:1400000127,document
DOC:fraud_2:1400000128,document
DOC:fraud_2:1400000129,document
DOC:fraud_2:1400000130,document
DOC:fraud_2:5000000019,document
DOC:fraud_2:5000000020,document
DOC:fraud_2:5100000017,document
DOC:fraud_2:100000060,document
DOC:fraud_2:5100000018,document
DOC:fraud_2:4900000382,document
DOC:fraud_2:4900000383,document
DOC:fraud_2:4900000384,document
DOC:fraud_2:4900000385,document
DOC:fraud_2:90000450,document
DOC:fraud_2:4900000386,document
DOC:fraud_2:90000451,document
DOC:fraud_2:90000452,document
DOC:fraud_2:4900000387,document
DOC:fraud_2:90000453,document
DOC:fraud_2:90000454,document
DOC:fraud_2:4900000388,document
DOC:fraud_2:90000455,document
DOC:fraud_2:4900000389,document
DOC:fraud_2:90000456,document
DOC:fraud_2:4900000390,document
DOC:fraud_2:90000457,document
DOC:fraud_2:4900000391,document
DOC:fraud_2:90000458,document
DOC:fraud_2:4900000392,document
DOC:fraud_2:90000459,document
DOC:fraud_2:90000460,document
DOC:fraud_2:4900000393,document
DOC:fraud_2:90000461,document
DOC:fraud_2:90000462,document
DOC:fraud_2:4900000394,document
DOC:fraud_2:90000463,document
DOC:fraud_2:4900000395,document
DOC:fraud_2:90000464,document
DOC:fraud_2:90000465,document
DOC:fraud_2:90000466,document
DOC:fraud_2:1400000131,document
DOC:fraud_2:1400000132,document
DOC:fraud_2:1400000133,document
DOC:fraud_2:1400000134,document
DOC:fraud_2:1400000135,document
DOC:fraud_2:1400000136,document
DOC:fraud_2:1400000137,document
DOC:fraud_2:1400000138,document
DOC:fraud_2:1400000139,document
DOC:fraud_2:1400000140,document
DOC:fraud_2:1400000141,document
DOC:fraud_2:1400000142,document
DOC:fraud_2:5000000021,document
DOC:fraud_2:5100000019,document
DOC:fraud_2:4900000396,document
DOC:fraud_2:4900000397,document
DOC:fraud_2:4900000398,document
DOC:fraud_2:90000467,document
DOC:fraud_2:90000468,document
DOC:fraud_2:4900000399,document
DOC:fraud_2:4900000400,document
DOC:fraud_2:90000469,document
DOC:fraud_2:4900000401,document
DOC:fraud_2:90000470,document
DOC:fraud_2:90000471,document
DOC:fraud_2:90000472,document
DOC:fraud_2:4900000402,document
DOC:fraud_2:90000473,document
DOC:fraud_2:90000474,document
DOC:fraud_2:4900000403,document
DOC:fraud_2:90000475,document
DOC:fraud_2:90000476,document
DOC:fraud_2:4900000404,document
DOC:fraud_2:90000477,document
DOC:fraud_2:4900000405,document
DOC:fraud_2:90000478,document
DOC:fraud_2:90000479,document
DOC:fraud_2:4900000406,document
DOC:fraud_2:4900000407,document
DOC:fraud_2:90000480,document
DOC:fraud_2:4900000408,document
DOC:fraud_2:90000481,document
DOC:fraud_2:90000482,document
DOC:fraud_2:90000483,document
DOC:fraud_2:1400000143,document
DOC:fraud_2:1400000144,document
DOC:fraud_2:1400000145,document
DOC:fraud_2:1500000009,document
DOC:fraud_2:1500000010,document
DOC:fraud_2:1500000011,document
DOC:fraud_2:1400000146,document
DOC:fraud_2:1400000147,document
DOC:fraud_2:1400000148,document
DOC:fraud_2:1400000149,document
DOC:fraud_2:1400000150,document
DOC:fraud_2:1400000151,document
DOC:fraud_2:1400000152,document
DOC:fraud_2:1400000153,document
DOC:fraud_2:1400000154,document
DOC:fraud_2:100000061,document
DOC:fraud_2:1400000155,document
DOC:fraud_2:1400000156,document
DOC:fraud_2:1400000157,document
DOC:fraud_2:1400000158,document
DOC:fraud_2:4900000409,document
DOC:fraud_2:100000062,document
DOC:fraud_2:100000063,document
DOC:fraud_2:100000064,document
DOC:fraud_2:100000065,document
DOC:fraud_2:4900000410,document
DOC:fraud_2:100000066,document
DOC:fraud_2:100000067,document
DOC:fraud_2:100000068,document
DOC:fraud_2:4900000411,document
DOC:fraud_2:90000484,document
DOC:fraud_2:4900000412,document
DOC:fraud_2:90000485,document
DOC:fraud_2:90000486,document
DOC:fraud_2:90000487,document
DOC:fraud_2:4900000413,document
DOC:fraud_2:90000488,document
DOC:fraud_2:4900000414,document
DOC:fraud_2:90000489,document
DOC:fraud_2:90000490,document
DOC:fraud_2:4900000415,document
DOC:fraud_2:90000491,document
DOC:fraud_2:90000492,document
DOC:fraud_2:4900000416,document
DOC:fraud_2:90000493,document
DOC:fraud_2:90000494,document
DOC:fraud_2:4900000417,document
DOC:fraud_2:90000495,document
DOC:fraud_2:90000496,document
DOC:fraud_2:4900000418,document
DOC:fraud_2:90000497,document
DOC:fraud_2:4900000419,document
DOC:fraud_2:90000498,document
DOC:fraud_2:4900000420,document
DOC:fraud_2:90000499,document
DOC:fraud_2:4900000421,document
DOC:fraud_2:90000500,document
DOC:fraud_2:90000501,document
DOC:fraud_2:4900000422,document
DOC:fraud_2:90000502,document
DOC:fraud_2:90000503,document
DOC:fraud_2:1400000159,document
DOC:fraud_2:1400000160,document
DOC:fraud_2:1400000161,document
DOC:fraud_2:1400000162,document
DOC:fraud_2:1400000163,document
DOC:fraud_2:1400000164,document
DOC:fraud_2:1400000165,document
DOC:fraud_2:1400000166,document
DOC:fraud_2:1400000167,document
DOC:fraud_2:1400000168,document
DOC:fraud_2:4900000423,document
DOC:fraud_2:4900000424,document
DOC:fraud_2:4900000425,document
DOC:fraud_2:90000504,document
DOC:fraud_2:90000505,document
DOC:fraud_2:4900000426,document
DOC:fraud_2:90000506,document
DOC:fraud_2:90000507,document
DOC:fraud_2:4900000427,document
DOC:fraud_2:90000508,document
DOC:fraud_2:4900000428,document
DOC:fraud_2:4900000429,document
DOC:fraud_2:90000509,document
DOC:fraud_2:4900000430,document
DOC:fraud_2:90000510,document
DOC:fraud_2:90000511,document
DOC:fraud_2:90000512,document
DOC:fraud_2:4900000431,document
DOC:fraud_2:90000513,document
DOC:fraud_2:90000514,document
DOC:fraud_2:90000515,document
DOC:fraud_2:4900000432,document
DOC:fraud_2:90000516,document
DOC:fraud_2:4900000433,document
DOC:fraud_2:4900000434,document
DOC:fraud_2:90000517,document
DOC:fraud_2:90000518,document
DOC:fraud_2:90000519,document
DOC:fraud_2:4900000435,document
DOC:fraud_2:4900000436,document
DOC:fraud_2:90000520,document
DOC:fraud_2:90000521,document
DOC:fraud_2:90000522,document
DOC:fraud_2:5000000022,document
DOC:fraud_2:5000000023,document
DOC:fraud_2:5000000024,document
DOC:fraud_2:1400000169,document
DOC:fraud_2:1400000170,document
DOC:fraud_2:1400000171,document
DOC:fraud_2:1400000172,document
DOC:fraud_2:1400000173,document
DOC:fraud_2:1400000174,document
DOC:fraud_2:1400000175,document
DOC:fraud_2:1400000176,document
DOC:fraud_2:1400000177,document
DOC:fraud_2:1400000178,document
DOC:fraud_2:1400000179,document
DOC:fraud_2:1400000180,document
DOC:fraud_2:1400000181,document
DOC:fraud_2:1400000182,document
DOC:fraud_2:4900000437,document
DOC:fraud_2:4900000438,document
DOC:fraud_2:5100000020,document
DOC:fraud_2:100000069,document
DOC:fraud_2:4900000439,document
DOC:fraud_2:90000523,document
DOC:fraud_2:4900000440,document
DOC:fraud_2:90000524,document
DOC:fraud_2:90000525,document
DOC:fraud_2:4900000441,document
DOC:fraud_2:90000526,document
DOC:fraud_2:90000527,document
DOC:fraud_2:4900000442,document
DOC:fraud_2:90000528,document
DOC:fraud_2:90000529,document
DOC:fraud_2:4900000443,document
DOC:fraud_2:90000530,document
DOC:fraud_2:90000531,document
DOC:fraud_2:4900000444,document
DOC:fraud_2:90000532,document
DOC:fraud_2:90000533,document
DOC:fraud_2:4900000445,document
DOC:fraud_2:90000534,document
DOC:fraud_2:90000535,document
DOC:fraud_2:4900000446,document
DOC:fraud_2:90000536,document
DOC:fraud_2:4900000447,document
DOC:fraud_2:90000537,document
DOC:fraud_2:90000538,document
DOC:fraud_2:4900000448,document
DOC:fraud_2:90000539,document
DOC:fraud_2:4900000449,document
DOC:fraud_2:90000540,document
DOC:fraud_2:90000541,document
DOC:fraud_2:1400000183,document
DOC:fraud_2:1400000184,document
DOC:fraud_2:1400000185,document
DOC:fraud_2:1400000186,document
DOC:fraud_2:1400000187,document
DOC:fraud_2:1400000188,document
DOC:fraud_2:1400000189,document
DOC:fraud_2:1400000190,document
DOC:fraud_2:1400000191,document
DOC:fraud_2:1400000192,document
DOC:fraud_2:1400000193,document
DOC:fraud_2:1400000194,document
DOC:fraud_2:1400000195,document
DOC:fraud_2:1400000196,document
DOC:fraud_2:4900000450,document
DOC:fraud_2:5000000025,document
DOC:fraud_2:4900000451,document
DOC:fraud_2:5100000021,document
DOC:fraud_2:4900000452,document
DOC:fraud_2:90000542,document
DOC:fraud_2:90000543,document
DOC:fraud_2:4900000453,document
DOC:fraud_2:90000544,document
DOC:fraud_2:90000545,document
DOC:fraud_2:4900000454,document
DOC:fraud_2:90000546,document
DOC:fraud_2:4900000455,document
DOC:fraud_2:90000547,document
DOC:fraud_2:90000548,document
DOC:fraud_2:4900000456,document
DOC:fraud_2:90000549,document
DOC:fraud_2:90000550,document
DOC:fraud_2:4900000457,document
DOC:fraud_2:90000551,document
DOC:fraud_2:90000552,document
DOC:fraud_2:4900000458,document
DOC:fraud_2:90000553,document
DOC:fraud_2:4900000459,document
DOC:fraud_2:90000554,document
DOC:fraud_2:4900000460,document
DOC:fraud_2:90000555,document
DOC:fraud_2:4900000461,document
DOC:fraud_2:90000556,document
DOC:fraud_2:90000557,document
DOC:fraud_2:4900000462,document
DOC:fraud_2:90000558,document
DOC:fraud_2:1400000197,document
DOC:fraud_2:1400000198,document
DOC:fraud_2:1400000199,document
DOC:fraud_2:1400000200,document
DOC:fraud_2:1400000201,document
DOC:fraud_2:1400000202,document
DOC:fraud_2:1400000203,document
DOC:fraud_2:100000070,document
DOC:fraud_2:4900000463,document
DOC:fraud_2:4900000464,document
DOC:fraud_2:4900000465,document
DOC:fraud_2:4900000466,document
DOC:fraud_2:90000559,document
DOC:fraud_2:90000560,document
DOC:fraud_2:4900000467,document
DOC:fraud_2:90000561,document
DOC:fraud_2:90000562,document
DOC:fraud_2:4900000468,document
DOC:fraud_2:90000563,document
DOC:fraud_2:90000564,document
DOC:fraud_2:4900000469,document
DOC:fraud_2:90000565,document
DOC:fraud_2:90000566,document
DOC:fraud_2:4900000470,document
DOC:fraud_2:90000567,document
DOC:fraud_2:90000568,document
DOC:fraud_2:4900000471,document
DOC:fraud_2:90000569,document
DOC:fraud_2:4900000472,document
DOC:fraud_2:4900000473,document
DOC:fraud_2:90000570,document
DOC:fraud_2:90000571,document
DOC:fraud_2:4900000474,document
DOC:fraud_2:90000572,document
DOC:fraud_2:90000573,document
DOC:fraud_2:90000574,document
DOC:fraud_2:4900000475,document
DOC:fraud_2:90000575,document
DOC:fraud_2:90000576,document
DOC:fraud_2:4900000476,document
DOC:fraud_2:90000577,document
DOC:fraud_2:90000578,document
DOC:fraud_2:1400000204,document
DOC:fraud_2:1400000205,document
DOC:fraud_2:1400000206,document
DOC:fraud_2:1400000207,document
DOC:fraud_2:1400000208,document
DOC:fraud_2:1400000209,document
DOC:fraud_2:1400000210,document
DOC:fraud_2:5000000026,document
DOC:fraud_2:5100000022,document
DOC:fraud_2:100000071,document
DOC:fraud_2:100000072,document
DOC:fraud_2:100000073,document
DOC:fraud_2:100000074,document
DOC:fraud_2:100000075,document
DOC:fraud_2:100000076,document
DOC:fraud_2:4900000477,document
DOC:fraud_2:4900000478,document
DOC:fraud_2:100000077,document
DOC:fraud_2:4900000479,document
DOC:fraud_2:90000579,document
DOC:fraud_2:4900000480,document
DOC:fraud_2:90000580,document
DOC:fraud_2:90000581,document
DOC:fraud_2:4900000481,document
DOC:fraud_2:90000582,document
DOC:fraud_2:90000583,document
DOC:fraud_2:4900000482,document
DOC:fraud_2:4900000483,document
DOC:fraud_2:90000584,document
DOC:fraud_2:4900000484,document
DOC:fraud_2:90000585,document
DOC:fraud_2:90000586,document
DOC:fraud_2:90000587,document
DOC:fraud_2:90000588,document
DOC:fraud_2:4900000485,document
DOC:fraud_2:90000589,document
DOC:fraud_2:90000590,document
DOC:fraud_2:4900000486,document
DOC:fraud_2:90000591,document
DOC:fraud_2:4900000487,document
DOC:fraud_2:90000592,document
DOC:fraud_2:90000593,document
DOC:fraud_2:4900000488,document
DOC:fraud_2:90000594,document
DOC:fraud_2:90000595,document
DOC:fraud_2:4900000489,document
DOC:fraud_2:90000596,document
DOC:fraud_2:90000597,document
DOC:fraud_2:4900000490,document
DOC:fraud_2:90000598,document
DOC:fraud_2:90000599,document
DOC:fraud_2:1400000211,document
DOC:fraud_2:1400000212,document
DOC:fraud_2:1400000213,document
DOC:fraud_2:1400000214,document
DOC:fraud_2:1400000215,document
DOC:fraud_2:1400000216,document
DOC:fraud_2:1400000217,document
DOC:fraud_2:1400000218,document
DOC:fraud_2:1400000219,document
DOC:fraud_2:4900000491,document
DOC:fraud_2:4900000492,document
DOC:fraud_2:4900000493,document
DOC:fraud_2:4900000494,document
DOC:fraud_2:100000078,document
DOC:fraud_2:4900000495,document
DOC:fraud_2:90000600,document
DOC:fraud_2:4900000496,document
DOC:fraud_2:90000601,document
DOC:fraud_2:90000602,document
DOC:fraud_2:4900000497,document
DOC:fraud_2:4900000498,document
DOC:fraud_2:90000603,document
DOC:fraud_2:90000604,document
DOC:fraud_2:4900000499,document
DOC:fraud_2:90000605,document
DOC:fraud_2:90000606,document
DOC:fraud_2:4900000500,document
DOC:fraud_2:90000607,document
DOC:fraud_2:90000608,document
DOC:fraud_2:90000609,document
DOC:fraud_2:4900000501,document
DOC:fraud_2:90000610,document
DOC:fraud_2:90000611,document
DOC:fraud_2:4900000502,document
DOC:fraud_2:4900000503,document
